date,titl,cont,tokens
2023-09-01,정기 국회 시작 예고,국회 본회 의장 의원 연찬회 가지 진열 가다듬 여야 동안 정기 국회 돌입 정기 국회 하루 더불 대표 무기 단식 투쟁 나서 치열 공방 예고 여야 정기 국회 개회식 시작 정부 질문 더불 국민 연설 국정 감사 대통령 시정 연설 정기 국회 일정 부실시공 아파트 방안 마련 여야 협의 주목 아파트 논란 이후 철근 누락 부실시공 관리 업체 담합 정황 나오 전체 사표 써내 아파트 지하 주차장 붕괴 사고 관련 건설 정부 영업 정지 처분 더불 오전 국회 부실시공 아파트 안전 대책 포스 제도 개선 간담회 부실시공 아파트 근본 없애 패키지 법안 만들 정기 국회 처리 관련 법안 처리 의지 국민 안전 관련 현안 이권 카르텔 문재 정부 책임 제기 여야 입장 관측 원전 염수 방류 문제 여야 입장 보이 관련 법안 마련 과정 공방 상태 정기 국회 예산 입법 실질 수산업 피해 대책 마련 앞장서 주도 어민 수산업 소상 공인 지역 경제 전반 피해 예견 시작 정부 실효 대책 내놓 근본 대책 정부 내놓 국민 대표 도부 수산물 회동 주선 자리 평소 먹거리 논란 사회 관심거리 의문 국민 불안감 줄어들 분위기 정부 여당 근본 대책 관심 참사 특별법 국회 행정 안전 위원회 의결 최종 국회 문턱 주목 국회 소속 야당 의원 국민 의원 퇴장 가운데 해당 법안 단독 처리 패스트 트랙 신속 처리 안건 처리 절차 올해 입법 절차 계획 여당 반발 거세 대통령 거부 재의 요구 행사 가능 실제 실행 관측 반면 잼버리 파행 이후 관련 예산 삭감 검찰 수사 시작 잼버리 책임 논쟁 전망 여성 가족 장관 국회 불참 숨바꼭질 비난 여론 쏟아지 가운데 여야 질타 예상 이번 정기 국회 이후 사당 시대 본격 개막 이목 집중 정부 내년도 예산안 사당 부지 매입 비용 대통 집무실 비용 국회 운영 위원회 사당 이전 의결 종시 교통 인프라 확충 사업 비용 편성 종시 행정 수도 완성 전망 나오 한편 이번 정기 국회 대표 체포 동의 표결 여부 핵심 안건 정기 국회 기간 대표 검찰 소환 일정 대표 단식 투쟁 끝나 관심 집중 대표 검찰 조사 이후 검찰 구속 영장 청구 대표 표결 대표 영장 실질 심사 의지 입장 갈래 나뉘 정기 국회 직전 단식 투쟁 시작 배수 대표 회기 소환 검찰 입장 결과 대표 검찰 조사 이후 구속 영장 청구 여부 결정 회기 대표 거취 논란 여야 논쟁 거리 전망 온라인 기사,국회 본회 의장 의원 연찬회 가지 진열 가다듬 여야 동안 정기 국회 돌입 정기 국회 하루 더불 대표 무기 단식 투쟁 나서 치열 공방 예고 여야 정기 국회 개회식 시작 정부 질문 더불 국민 연설 국정 감사 대통령 시정 연설 정기 국회 일정 부실시공 아파트 방안 마련 여야 협의 주목 아파트 논란 철근 누락 부실시공 관리 업체 담합 정황 나오 전체 사표 써내 아파트 지하 주차장 붕괴 사고 관련 정부 영업 정지 처분 더불 오전 국회 부실시공 아파트 안전 대책 포스 제도 개선 간담회 부실시공 아파트 근본 없애 패키지 법안 만들 정기 국회 처리 관련 법안 처리 의지 국민 안전 관련 현안 이권 카르텔 문재 정부 책임 제기 여야 입장 관측 원전 염수 방류 문제 여야 입장 보이 관련 법안 마련 과정 공방 상태 정기 국회 예산 입법 실질 수산업 피해 대책 마련 앞장서 주도 어민 수산업 소상 공인 지역 경제 전반 피해 예견 시작 정부 실효 대책 내놓 근본 대책 정부 내놓 국민 대표 도부 수산물 회동 주선 자리 평소 먹거리 논란 사회 관심거리 의문 국민 불안감 줄어들 분위기 정부 여당 근본 대책 관심 참사 특별법 국회 행정 안전 위원회 의결 최종 국회 문턱 주목 국회 소속 야당 의원 국민 의원 퇴장 해당 법안 단독 처리 패스트 트랙 신속 처리 안건 처리 절차 입법 절차 계획 여당 반발 거세 대통령 거부 재의 요구 행사 가능 실제 실행 관측 반면 잼버리 파행 관련 예산 삭감 검찰 수사 시작 잼버리 책임 논쟁 전망 여성 가족 장관 국회 불참 숨바꼭질 비난 여론 쏟아지 여야 질타 예상 이번 정기 국회 사당 시대 본격 개막 이목 집중 정부 내년도 예산안 사당 부지 매입 비용 대통 집무실 비용 국회 운영 위원회 사당 이전 의결 종시 교통 인프라 확충 사업 비용 편성 종시 행정 수도 완성 전망 나오 한편 이번 정기 국회 대표 체포 동의 표결 여부 핵심 안건 정기 국회 기간 대표 검찰 소환 일정 대표 단식 투쟁 끝나 관심 집중 대표 검찰 조사 검찰 구속 영장 청구 대표 표결 대표 영장 실질 심사 의지 입장 갈래 나뉘 정기 국회 직전 단식 투쟁 시작 배수 대표 회기 소환 검찰 입장 결과 대표 검찰 조사 구속 영장 청구 여부 결정 회기 대표 거취 논란 여야 논쟁 거리 전망 온라인 기사
2023-09-01,옛날 아파트 부동산,아파트 시간 시간 미만 감소 판상 남향 배치 채광 유리 요즘 이사 체크 리스트 인터넷 이때 빠지 햇빛 들어오 확인 남향 주변 건물 인터넷 확인 현장 사실 채광 관련 최근 아파트 과거 아파트 속설 이번 부동산 주제 예전 아파트 최근 속설 확인 측정 결과 내놓 기업 건설 사내 벤처 지난해 분사 스타트업 이후 아파트 동안 위치 인근 지형 건축물 바탕 일조 시간 측정 결과 최근 내놓 따르 하루 평균 시간 시간 이상 마지막 현재 하루 시간 시간 연도 올해 입주 하루 평균 시간 시간 이후 이상 고층 아파트 입주 영향 시간 아파트 규모 자이 준공 규모 아파트 하루 평균 시간 동안 아파트 하루 이하 감안 상당 수준 아파트 남쪽 저층 건물 구시 지인 인근 지역 가량 영향 예전 아파트 아파트 배치 계획 그동안 바뀌 초기 아파트 거실 판상 모양 아파트 단지 모양 규모 아파트 모양 남향 배치 맨션 시범 대표 이후 주상 복합 등장 탑상 타워 시대 타워 팰리스 기점 동부 갤러리 최고 건물 외관 세련되 전체 대지 면적 건물 면적 늘리 최적 구조 남향 방향 아파트 판상 일조 시간 판상 타워 절충 모양 주동 사람 부메랑 갈매기 모양 부르 남향 조망 프라이버시 확보 건축물 간격 지하 주차장 변수 풀어내 해법 햇빛 원하 사람 아파트 일조권 문제 그렇 일조권 주거 환경 직결 건축법 시행령 건축물 일조 관련 조항 규정 일조권 침해 갈등 방지 조항 용도 공업 상업 지역 경우 적용 신축 건물 건물 높이 채광창 건물 거리 제한 주거 지역 경우 기준 적용 주거 지역 일조권 조망권 훼손 갈등 벌어지 최근 행사 상업 지역 주유소 부지 매입 오피스텔 주상 복합 주민 항의 사업 공업 지역 아파트 공장 부지 지식 산업 센터 개발 과정 건축 계획 경우 공장 상가 밀집 지역 아파트 일조권 보호 대상 건물 입주 주변 축물 감안 사람 반면 사실 주거 지역 보호 주장 최근 도심 주택 공급 늘리 공업 지역 주거 지역 활용 정책 계속 거론 관련 사회 논의 필요 부동산 부동산 궁금증 부동산 메일 질문 코드 부동산 코너 온라인 페이지 연결,아파트 시간 시간 미만 감소 판상 남향 배치 채광 유리 요즘 이사 체크 리스트 인터넷 이때 빠지 햇빛 들어오 확인 남향 주변 건물 인터넷 확인 현장 사실 채광 관련 아파트 과거 아파트 속설 이번 부동산 주제 예전 아파트 속설 확인 측정 결과 내놓 기업 사내 벤처 지난해 분사 스타트업 아파트 동안 위치 인근 지형 건축물 바탕 일조 시간 측정 결과 내놓 하루 평균 시간 시간 이상 마지막 현재 하루 시간 시간 연도 입주 하루 평균 시간 시간 이상 고층 아파트 입주 영향 시간 아파트 규모 자이 준공 규모 아파트 하루 평균 시간 동안 아파트 하루 이하 감안 상당 수준 아파트 남쪽 저층 건물 구시 지인 인근 지역 가량 영향 예전 아파트 아파트 배치 계획 그동안 바뀌 초기 아파트 거실 판상 모양 아파트 단지 모양 규모 아파트 모양 남향 배치 맨션 시범 대표 주상 복합 등장 탑상 타워 시대 타워 팰리스 기점 동부 갤러리 최고 건물 외관 세련되 전체 대지 면적 건물 면적 늘리 최적 구조 남향 방향 아파트 판상 일조 시간 판상 타워 절충 모양 주동 사람 부메랑 갈매기 모양 부르 남향 조망 프라이버시 확보 건축물 간격 지하 주차장 변수 풀어내 해법 햇빛 원하 사람 아파트 일조권 문제 그렇 일조권 주거 환경 직결 건축법 시행령 건축물 일조 관련 조항 규정 일조권 침해 갈등 방지 조항 용도 공업 상업 지역 경우 적용 신축 건물 건물 높이 채광창 건물 거리 제한 주거 지역 경우 기준 적용 주거 지역 일조권 조망권 훼손 갈등 벌어지 행사 상업 지역 주유소 부지 매입 오피스텔 주상 복합 주민 항의 사업 공업 지역 아파트 공장 부지 지식 산업 센터 개발 과정 건축 계획 경우 공장 상가 밀집 지역 아파트 일조권 보호 대상 건물 입주 주변 축물 감안 사람 반면 사실 주거 지역 보호 주장 도심 주택 공급 늘리 공업 지역 주거 지역 활용 정책 계속 거론 관련 사회 논의 필요 부동산 부동산 궁금증 부동산 메일 질문 코드 부동산 코너 온라인 페이지 연결
2023-09-01,오프라인 헤드라인,종합 개미 희망 회로 위험 上上 부르 어른 입맛 수익 과자 뱅크 순익 금리 예금 중도 전화위복 소세 올리 생산 소비 투자 트리플 감소 과학 테마 주의보 실체 매력 개미 연구 과장 기술 성숙도 명시 대박 글로벌 실리 외교 엑스포 유치 총력 재명 무기 단식 금포 피니언 의료 패러다임 장관 장관 이상 장관 국제 불어나 쿠데타 벨트 서방 입김 최악 나가 산업 가전 잔치 글로벌 리더 격차 손해 재고 관리 공들이 패션 업계 금융 최악 카드 곳간 현금 침묵 살인자 진단 키트 유니콘 스타 핀테크 중심 섰다 과학 혈세 시동 공공 배달 건설 부동산 품질 위기 돌파 건설 정면 승부 공기업 하늘 정책 현장 고기 탄소 다이어트 사회 키트 정책 사회 문화 소각장 확정 지하 자동 대입 수시 학교 추천 학업 우수 전형 중복 지원 불가 증권 사모 펀드 겁나 추가 검사 판매사 곤혹 반년 수익 가치 투자,종합 개미 희망 회로 위험 上上 부르 어른 입맛 수익 과자 뱅크 순익 금리 예금 중도 전화위복 소세 올리 생산 소비 투자 트리플 감소 과학 테마 주의보 실체 매력 개미 연구 과장 기술 성숙도 명시 대박 글로벌 실리 외교 엑스포 유치 총력 재명 무기 단식 금포 피니언 의료 패러다임 장관 장관 이상 장관 국제 불어나 쿠데타 벨트 서방 입김 최악 나가 산업 가전 잔치 글로벌 리더 격차 손해 재고 관리 공들이 패션 업계 금융 최악 카드 곳간 현금 침묵 살인자 진단 키트 유니콘 스타 핀테크 중심 섰다 과학 혈세 시동 공공 배달 부동산 품질 위기 돌파 정면 승부 공기업 하늘 정책 현장 고기 탄소 다이어트 사회 키트 정책 사회 문화 소각장 확정 지하 자동 대입 수시 학교 추천 학업 우수 전형 중복 지원 불가 증권 사모 펀드 겁나 추가 검사 판매사 곤혹 반년 수익 가치 투자
2023-09-01,검단 사고 뭇매 정면 돌파 건설 자이 최고 품질,뉴스 기자 건설 본사 모습 정부 이날 붕괴 사고 발생 검단 아파트 건설 영업 정지 처분 설계자 등록 자격 취소 영업 정지 처분 조치 건설 영업 정지 처분 청문 절차 확정 소명 적극 입장 뉴스 뉴스 무단 전재 배포 금지 지방 대도시 아파트 시공 현장 건설 컨소시엄 공동 시공 건설사 상황 건설 품질 기준 최고 수준 높이 통지 건설 시공 건설사 입장 비용 들여가 건설 제시 수준 검단 아파트 사고 홍역 건설 추락 자이 브랜드 위상 회복 카드 품질 최우선 전략 시공 아파트 그동안 플러스 알파 이미지 바꾸 전략 건설업 따르 건설 최근 건축 구조 신설 건축 구조 기술사 포함 규모 아파트 구조 부문 전담 조직 구조 계산서 검증 강화 설계 오류 도서 품질 향상 역할 현장 구조 교육 시공품 점검 건설 구조물 공사 동영상 기록 관리 시공 현장 구조물 매몰 공종 적용 철근 공사 부문 기록 집중 관리 건설 자이 외벽 일부 균열 발견 타격 검단 사고 터지 건설 아파트 브랜드 자이 이미지 바닥 부실시공 하자 주범 지목 여론 정부 뭇매 국토 최근 건설 영업 정지 처분 국토 장관 기업 경종 울리 정신 신호 설상가상 건설 신용 등급 전망 강등 안정 정적 건설 위기 벗어나 책임 품질 강화 검단 아파트 전면 재시공 책임 국토 건설 시공 전국 아파트 안전 점검 결과 발표 콘크리트 강도 철근 누락 관련 문제 조사 추가 재시공 우려 건설 시공 현장 전수 조사 문제 검단 사고 원인 시행 사인 토지 주택 공사 설계사 가능 결과 영업 정지 숙제 걱정거리 증권 연구원 유사 사례 효력 정지 가처분 신청 행정 처분 취소 소송 처분 사항 소송 절차 개시 영업 정지 효력 유예 영업 정지 기간 동안 기착 공현 공사 기수 주현 착공 정상 가능 행정 처분 단기 실적 훼손 가능 설명 대신 증권 연구원 아파트 현장 조사 결과 철근 누락 상당수 발생 현장 제외 건설 현장 추가 누락 사례 발생 건설 의심 해소 브랜드 신뢰 회복 기여 영업 정지 처분 결과 장기 실적 추정 신용 평가 부담 작용 단기 영향 제한 사라지 건설 주가 성공 조사 결과 발표 이후 건설 청약 시장 자이 브랜드 파워 국민 평형 면적 분양 달하 청약 산원 청약 따르 진행 순위 청약 가구 모집 일반 공급 접수 평균 해당 지역 기준 최고 경쟁 기록 진행 특별 공급 몰리 평균 경쟁 기록 순위 청약 특별 공급 신청자 건설 관계자 품질 안전 시스템 강화 브랜드 신뢰 회복 최선 노력,뉴스 기자 본사 모습 정부 이날 붕괴 사고 발생 검단 아파트 영업 정지 처분 설계자 등록 자격 취소 영업 정지 처분 조치 영업 정지 처분 청문 절차 확정 소명 적극 입장 뉴스 뉴스 무단 전재 배포 금지 지방 대도시 아파트 시공 현장 컨소시엄 공동 시공 건설사 상황 품질 기준 최고 수준 높이 통지 시공 건설사 입장 비용 들여가 제시 수준 검단 아파트 사고 홍역 추락 자이 브랜드 위상 회복 카드 품질 최우선 전략 시공 아파트 그동안 플러스 알파 이미지 바꾸 전략 건설업 건축 구조 신설 건축 구조 기술사 포함 규모 아파트 구조 부문 전담 조직 구조 계산서 검증 강화 설계 오류 도서 품질 향상 역할 현장 구조 교육 시공품 점검 구조물 공사 동영상 기록 관리 시공 현장 구조물 매몰 공종 적용 철근 공사 부문 기록 집중 관리 자이 외벽 일부 균열 발견 타격 검단 사고 터지 아파트 브랜드 자이 이미지 바닥 부실시공 하자 주범 지목 여론 정부 뭇매 국토 영업 정지 처분 국토 장관 기업 경종 울리 정신 신호 설상가상 신용 등급 전망 강등 안정 정적 위기 벗어나 책임 품질 강화 검단 아파트 전면 재시공 책임 국토 시공 전국 아파트 안전 점검 결과 발표 콘크리트 강도 철근 누락 관련 문제 조사 추가 재시공 우려 시공 현장 전수 조사 문제 검단 사고 원인 시행 사인 토지 주택 공사 설계사 가능 결과 영업 정지 숙제 걱정거리 증권 연구원 유사 사례 효력 정지 가처분 신청 행정 처분 취소 소송 처분 사항 소송 절차 개시 영업 정지 효력 유예 영업 정지 기간 동안 기착 공현 공사 기수 주현 착공 정상 가능 행정 처분 단기 실적 훼손 가능 설명 대신 증권 연구원 아파트 현장 조사 결과 철근 누락 상당수 발생 현장 제외 현장 추가 누락 사례 발생 의심 해소 브랜드 신뢰 회복 기여 영업 정지 처분 결과 장기 실적 추정 신용 평가 부담 작용 단기 영향 제한 사라지 주가 성공 조사 결과 발표 청약 시장 자이 브랜드 파워 국민 평형 면적 분양 달하 청약 산원 청약 진행 순위 청약 가구 모집 일반 공급 접수 평균 해당 지역 기준 최고 경쟁 기록 진행 특별 공급 몰리 평균 경쟁 기록 순위 청약 특별 공급 신청자 관계자 품질 안전 시스템 강화 브랜드 신뢰 회복 최선 노력
2023-09-01,우기 대비 안전 점검 건설사 미흡 적발,올해 적발 작년 일부 건설사 과태료 처분 대부분 시정 완료 국민 의원 뉴스 기자 뉴스 기자 전국 건설사 공사 현장 우기 대비 안전 점검 미흡 사항 적발 국토 교통 위원회 소속 국민 의원 따르 올해 상위 건설사 우기 대비 안전 점검 결과 미흡 사항 적발 우기 대비 안전 점검 국토 주관 여름철 건설 현장 안전 사고 예방 실시 연도 연속 증가세 건설사 현대 건설 건설 건설 현대 엔지니어링 플랜트 올해 공동 주택 현장 지적 사항 적발 현장 공사 구간 우기 대비 침사지 설치 검토 필요 낙하 물방 지망 설치 미흡 개구부 덮개 보완 사항 지적 공항 건설 공사 현장 정기 안전 점검 검토 결과 안전 관리 계획서 검토 결과 제출 기한 준수 미흡 사항 적발 과태료 처분 현장 충북선 오송 천교 교량 개량 공사 건설사 워킹 타워 설치 보완 필요 안전 점검 결과 제출 업무 미흡 과태료 처분 건설사 주상 복합 신축 공사 콘크리트 시공 음부 지수 보완 필요 거푸집 잔여 조임 제거 필요 타워 크레인 변압기 접지 보완 필요 지적 과태료 처분 이외 현장 주의 시정 명령 현지 시정 처분 사례 포함 대부분 후속 조치 완료 의원 건설사 안전 관리 철저 지적 자유 기록 폭우 건설 현장 안전사고 사전 예방 건설사 철저 현장 관리 수반,적발 작년 일부 건설사 과태료 처분 대부분 시정 완료 국민 의원 뉴스 기자 뉴스 기자 전국 건설사 공사 현장 우기 대비 안전 점검 미흡 사항 적발 국토 교통 위원회 소속 국민 의원 상위 건설사 우기 대비 안전 점검 결과 미흡 사항 적발 우기 대비 안전 점검 국토 주관 여름철 현장 안전 사고 예방 실시 연도 연속 증가세 건설사 현대 현대 엔지니어링 플랜트 공동 주택 현장 지적 사항 적발 현장 공사 구간 우기 대비 침사지 설치 검토 필요 낙하 물방 지망 설치 미흡 개구부 덮개 보완 사항 지적 공항 공사 현장 정기 안전 점검 검토 결과 안전 관리 계획서 검토 결과 제출 기한 준수 미흡 사항 적발 과태료 처분 현장 충북선 오송 천교 교량 개량 공사 건설사 워킹 타워 설치 보완 필요 안전 점검 결과 제출 업무 미흡 과태료 처분 건설사 주상 복합 신축 공사 콘크리트 시공 음부 지수 보완 필요 거푸집 잔여 조임 제거 필요 타워 크레인 변압기 접지 보완 필요 지적 과태료 처분 이외 현장 주의 시정 명령 현지 시정 처분 사례 포함 대부분 후속 조치 완료 의원 건설사 안전 관리 철저 지적 자유 기록 폭우 현장 안전사고 사전 예방 건설사 철저 현장 관리 수반
2023-09-01,분양 집값 상승 가속,아파트 분양 상승 조사 올해 제외 지역 분양 가상 지역 해제 공사비 분양 상승 압력 상황 이렇 마련 포기 현상 나타나 대신 분양 분양 물량 쏟아지 경기 지역 인구 이동 빌딩 전망대 아파트 모습 사진 기자 부동산 따르 기준 아파트 평균 분양 대비 급등 청약 자이 시아 경우 전용 책정 분양 면적 분양 책정 최고 이상 차이 강북 벗어나 분양 분양 전용 타입 경우 최고 공급 이달 분양 청계 전용 가구 공급 분양 아파트 분양 상승 현상 이어지 대신 분양 경기 지역 이동 모습 보이 수도 인구 구조 도넛 모양 주변 부풀 형상 보이 통계청 국내 인구 이동 집계 따르 경기 지역 전입자 전출자 순유 기록 반면 유출 경기 유입 현상 전망 부동산 정보 업체 부동산 인포 따르 이달 연말 경기 지역 분양 단지 가구 주요 단지 링크 시티 분양 예정 가구 규모 건설 이달 가구 규모 광명 가구 이르 트리 우스 광명 분양,아파트 분양 상승 조사 제외 지역 분양 가상 지역 해제 공사비 분양 상승 압력 상황 이렇 마련 포기 현상 나타나 대신 분양 분양 물량 쏟아지 경기 지역 인구 이동 빌딩 전망대 아파트 모습 사진 기자 부동산 기준 아파트 평균 분양 대비 급등 청약 자이 시아 경우 전용 책정 분양 면적 분양 책정 최고 이상 차이 강북 벗어나 분양 분양 전용 타입 경우 최고 공급 이달 분양 청계 전용 가구 공급 분양 아파트 분양 상승 현상 이어지 대신 분양 경기 지역 이동 모습 보이 수도 인구 구조 도넛 모양 주변 부풀 형상 보이 통계청 국내 인구 이동 집계 경기 지역 전입자 전출자 순유 기록 반면 유출 경기 유입 현상 전망 부동산 정보 업체 부동산 인포 이달 연말 경기 지역 분양 단지 가구 주요 단지 링크 시티 분양 예정 가구 규모 이달 가구 규모 광명 가구 이르 트리 우스 광명 분양
2023-09-01,배터리 장비 호황 이익 괴리 내년 반전 기회 소부 장박 대리,본사 기자 소재 부품 장비 업체 나인 올해 배터리 장비 사업 호황 힘입 급성장 가도 달리 반면 수익 급감 의문 회사 내년 라운드 예상 이달 공시 분기 보고서 따르 상반기 매출 누적 전년 동기 증가 전년 매출 비교 수준 달성 성장 핵심 열쇠 상반기 전년 매출 경신 전지 사업 장비 양극 음극 분리 투입 제조 스태킹 장비 이후 적층 핵심 불리 장비 상반기 매출 비중 타입 스태킹 장비 올해 전자 중심 규모 전지 장비 공급 계약 체결 배터리 사업 호황 공격 국내외 생산 능력 증설 지속 주요 장비 공급 수주 규모 회사 지역 대형 수주 추가 기대 장비 제작 기술 보유 회사 고려 향후 사업 전망 긍정 평가 반면 올해 사업 실속 물음표 상반기 영업 이익 전년 동기 감소 영업 이익 급감 매출 영업 이익 감소 매출 성장 이익 괴리 회사 영업 이익 감소 원인 글로벌 원자재 가격 상승 규모 수주 프로젝트 초도 비용 발생 상반기 원가 비율 전년 동기 증가 확인 초도 비용 추정 설비 투자 규모 증가 재무제표 유형 자산 취득 항목 일정 부분 유추 올해 상반기 관련 지출 전년 동기 증가 기간 영업 현금 흐름 마이너스 반전 특정 기간 사업 현금 지출 현금 의미 부채 비율 증가 장기 전망 필요 해당 투자 기수 대응 향후 수주 확대 대응 차원 설명 시점 기대 회사 반전 예고 따르 매출 인식 프로젝트 지난해 올해 수주 원자재 급상승 시기 수주 원가 증가 비례 예상 증가 회사 관계자 올해 하반기 수주 고객 고통 분담 협의 인식 매출 상대 이익 기대 원자재 수급 해외 시선 원가 절감 방안 다변 내년 예상 매출 영업 이익 자리 달성 목표 올해 예상 매출 추가 성장 동력 확보 관심 드러내 최근 전지 업계 주목도 배터리 활용 사용 장비 전처리 자동 분배 장비 자체 개발 배터리 활용 배터리 유가 금속 추출 과정 희소 자원 사용 이점 글로벌 친환경 배터리 제조 규제 필요 커지 추세 이달 건설 자회사 에너지 리얼 공동 개발 배터리 방전 파쇄 장비 에너지 라인 공급 계약 체결 배터리 완전 방전 작업 안전 필수 양사 개발 방전 파쇄 장비 방전 배터리 파쇄 보관 가능 전용 공정 장비 염수 방전 기계 방전 시간 걸리 공정 시간 절감 대량 파쇄 유리 교통 최근 소재 각광 맥신 기반 배터리 핵심 소재 개발 계획 표면 개질 유기 분산 맥신 실리콘 음극 건식 공정 도전 재로 활용 성능 개선 연구 맥신 기존 전극 소재 이상 이온 전도도 전극 활용 배터리 용량 늘리 고속 충전 유리 상용 시점 투명 맥신 소재 개발 성공 맥신 배터리 활용 소재 장비 전반 이어지 전지 포트폴리오 구축 가능 과정 매출 의존도 주목 반기 보고서 따르 상반기 매출 주요 고객 차지 전지 사업 핵심 고객 사인 추정 비중 전년 증가 비중 단기간 낮추 예상 장비 경우 온과 사용 까닭 대신 지난해 제작 납품 반도체 공정 장비 글로벌 회사 거래 다변 박차 가하 설명,본사 기자 소재 부품 장비 업체 나인 배터리 장비 사업 호황 힘입 급성장 가도 달리 반면 수익 급감 의문 회사 내년 라운드 예상 이달 공시 분기 보고서 상반기 매출 누적 전년 동기 증가 전년 매출 비교 수준 달성 성장 핵심 열쇠 상반기 전년 매출 경신 전지 사업 장비 양극 음극 분리 투입 제조 스태킹 장비 적층 핵심 불리 장비 상반기 매출 비중 타입 스태킹 장비 전자 중심 규모 전지 장비 공급 계약 체결 배터리 사업 호황 공격 국내외 생산 능력 증설 지속 주요 장비 공급 수주 규모 회사 지역 대형 수주 추가 기대 장비 제작 기술 보유 회사 고려 향후 사업 전망 긍정 평가 반면 사업 실속 물음표 상반기 영업 이익 전년 동기 감소 영업 이익 급감 매출 영업 이익 감소 매출 성장 이익 괴리 회사 영업 이익 감소 원인 글로벌 원자재 가격 상승 규모 수주 프로젝트 초도 비용 발생 상반기 원가 비율 전년 동기 증가 확인 초도 비용 추정 설비 투자 규모 증가 재무제표 유형 자산 취득 항목 일정 부분 유추 상반기 관련 지출 전년 동기 증가 기간 영업 현금 흐름 마이너스 반전 특정 기간 사업 현금 지출 현금 의미 부채 비율 증가 장기 전망 필요 해당 투자 기수 대응 향후 수주 확대 대응 차원 설명 시점 기대 회사 반전 예고 매출 인식 프로젝트 지난해 수주 원자재 급상승 시기 수주 원가 증가 비례 예상 증가 회사 관계자 하반기 수주 고객 고통 분담 협의 인식 매출 상대 이익 기대 원자재 수급 해외 시선 원가 절감 방안 다변 내년 예상 매출 영업 이익 자리 달성 목표 예상 매출 추가 성장 동력 확보 관심 드러내 전지 업계 주목도 배터리 활용 사용 장비 전처리 자동 분배 장비 자체 개발 배터리 활용 배터리 유가 금속 추출 과정 희소 자원 사용 이점 글로벌 친환경 배터리 제조 규제 필요 커지 추세 이달 자회사 에너지 리얼 공동 개발 배터리 방전 파쇄 장비 에너지 라인 공급 계약 체결 배터리 완전 방전 작업 안전 필수 양사 개발 방전 파쇄 장비 방전 배터리 파쇄 보관 가능 전용 공정 장비 염수 방전 기계 방전 시간 걸리 공정 시간 절감 대량 파쇄 유리 교통 소재 각광 맥신 기반 배터리 핵심 소재 개발 계획 표면 개질 유기 분산 맥신 실리콘 음극 건식 공정 도전 재로 활용 성능 개선 연구 맥신 기존 전극 소재 이상 이온 전도도 전극 활용 배터리 용량 늘리 고속 충전 유리 상용 시점 투명 맥신 소재 개발 성공 맥신 배터리 활용 소재 장비 전반 이어지 전지 포트폴리오 구축 가능 과정 매출 의존도 주목 반기 보고서 상반기 매출 주요 고객 차지 전지 사업 핵심 고객 사인 추정 비중 전년 증가 비중 단기간 낮추 예상 장비 경우 온과 사용 까닭 대신 지난해 제작 납품 반도체 공정 장비 글로벌 회사 거래 다변 박차 가하 설명
